FirstStructure__c;ClosedYear__c;ClosedDate__c;Closed_Reason__c;Rejected_URP__c;SendExternal__c;SendExternalName__c;ImmediateClosure__c
POLIZIA LOCALE DI ROMA CAPITALE;2026;14/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;14/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;14/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;14/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
CHIAMAROMA 060606;2026;14/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
CHIAMAROMA 060606;2026;14/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;14/02/2026;Risolto da Ente Esterno;false;true;AMA;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;15/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;15/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
CHIAMAROMA 060606;2026;15/02/2026;Risolto da Ente Esterno;false;true;AMA;false
AMA;2026;15/02/2026;Risolto da Ente Esterno;false;true;AMA;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;15/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;15/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;15/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
MUNICIPIO III;2026;15/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;15/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;15/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;15/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;15/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;15/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;15/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;15/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;15/02/2026;Risolto da Ente Esterno;false;true;AMA;false
MUNICIPIO XIV;2026;15/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;15/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;15/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;15/02/2026;Risolto da Ente Esterno;false;true;AMA;false
AMA;2026;15/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;15/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;15/02/2026;Risolto da Ente Esterno;false;true;AMA;false
AMA;2026;15/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;15/02/2026;Risolto da Ente Esterno;false;true;AMA;false
AMA;2026;15/02/2026;Risolto da Ente Esterno;false;true;AMA;false
GABINETTO DEL SINDACO;2026;15/02/2026;Risolto da Ente Esterno;false;true;AMA;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;15/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
CHIAMAROMA 060606;2026;15/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;15/02/2026;Risolto da Ente Esterno;false;true;AMA;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;15/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;15/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;15/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;15/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;15/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
CHIAMAROMA 060606;2026;15/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;15/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
POLIZIA LOCALE DI ROMA CAPITALE;2026;15/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;15/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;15/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;15/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;15/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;15/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
CHIAMAROMA 060606;2026;15/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
POLIZIA LOCALE DI ROMA CAPITALE;2026;15/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;15/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;15/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;15/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;15/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;15/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
CHIAMAROMA 060606;2026;15/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
CHIAMAROMA 060606;2026;15/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;15/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;15/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;15/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;15/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;15/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;15/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;15/02/2026;Risolto da Ente Esterno;false;true;AMA;false
AMA;2026;15/02/2026;Risolto da Ente Esterno;false;true;AMA;false
AMA;2026;15/02/2026;Risolto da Ente Esterno;false;true;AMA;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;15/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;15/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
CHIAMAROMA 060606;2026;15/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
CHIAMAROMA 060606;2026;15/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
POLIZIA LOCALE DI ROMA CAPITALE;2026;15/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;15/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;15/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
CHIAMAROMA 060606;2026;15/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
CHIAMAROMA 060606;2026;15/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
POLIZIA LOCALE DI ROMA CAPITALE;2026;15/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
CHIAMAROMA 060606;2026;15/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
CHIAMAROMA 060606;2026;15/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
POLIZIA LOCALE DI ROMA CAPITALE;2026;15/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
CHIAMAROMA 060606;2026;15/02/2026;Risolto al primo livello;false;false;;true
CHIAMAROMA 060606;2026;15/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
CHIAMAROMA 060606;2026;15/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
POLIZIA LOCALE DI ROMA CAPITALE;2026;15/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;15/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;15/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
CHIAMAROMA 060606;2026;15/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
CHIAMAROMA 060606;2026;15/02/2026;Risolto da Ente Esterno;false;true;AMA;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;15/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;15/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;15/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;15/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;15/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;15/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;15/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;15/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;16/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;16/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;16/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto da Ente Esterno;false;true;AMA;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;16/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto da Ente Esterno;false;true;AMA;false
BACK OFFICE ROMA CAPITALE;2026;16/02/2026;Risolto da Ente Esterno;false;true;AMA;false
BACK OFFICE ROMA CAPITALE;2026;16/02/2026;Risolto da Ente Esterno;false;true;AMA;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;16/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE (COMANDO GENERALE);2026;16/02/2026;Risolto al primo livello;false;false;;false
POLIZIA LOCALE (5° Gruppo PRENESTINO);2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
POLIZIA LOCALE (COMANDO GENERALE);2026;16/02/2026;Trasferito telefonicamente a call center esterno o per pronto intervento;false;false;;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;16/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE (8° Gruppo TINTORETTO);2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
MUNICIPIO III;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
MUNICIPIO IX;2026;16/02/2026;Risolto al secondo livello;false;false;;false
MUNICIPIO IX;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
DIPARTIMENTO TUTELA AMBIENTALE;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;true;AMA;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
MUNICIPIO II;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;16/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;16/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;16/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;16/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;16/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;16/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;16/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
MUNICIPIO IX;2026;16/02/2026;Risolto al secondo livello;false;false;;false
DIPARTIMENTO TUTELA AMBIENTALE;2026;16/02/2026;Risolto al secondo livello;false;false;;false
MUNICIPIO II;2026;16/02/2026;Risolto al secondo livello;false;false;;false
MUNICIPIO XIV;2026;16/02/2026;Risolto al secondo livello;false;false;;false
MUNICIPIO II;2026;16/02/2026;Risolto al secondo livello;false;false;;false
DIPARTIMENTO TUTELA AMBIENTALE;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
MUNICIPIO V;2026;16/02/2026;Risolto al secondo livello;false;false;;false
MUNICIPIO III;2026;16/02/2026;Risolto al secondo livello;false;false;;false
MUNICIPIO IX;2026;16/02/2026;Risolto al secondo livello;false;false;;false
MUNICIPIO IX;2026;16/02/2026;Risolto al secondo livello;false;false;;false
MUNICIPIO III;2026;16/02/2026;Risolto al secondo livello;false;false;;false
DIPARTIMENTO TUTELA AMBIENTALE;2026;16/02/2026;Risolto al secondo livello;false;false;;false
DIPARTIMENTO INFRASTRUTTURE E LAVORI PUBBLICI;2026;16/02/2026;Risolto al secondo livello;false;false;;false
DIPARTIMENTO TUTELA AMBIENTALE;2026;16/02/2026;Risolto al secondo livello;false;false;;false
DIPARTIMENTO INFRASTRUTTURE E LAVORI PUBBLICI;2026;16/02/2026;Risolto al secondo livello;false;false;;false
DIPARTIMENTO INFRASTRUTTURE E LAVORI PUBBLICI;2026;16/02/2026;Risolto al secondo livello;false;false;;false
DIPARTIMENTO INFRASTRUTTURE E LAVORI PUBBLICI;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
MUNICIPIO VII;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
MUNICIPIO XI;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
MUNICIPIO XIV;2026;16/02/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
DIPARTIMENTO TUTELA AMBIENTALE;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;true;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;true;AMA;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto da Ente Esterno;false;true;AMA;false
MUNICIPIO I;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
RAGIONERIA GENERALE;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
DIPARTIMENTO TUTELA AMBIENTALE;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;16/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;16/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;16/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;16/02/2026;Risolto al secondo livello;false;false;;false
