FirstStructure__c;ClosedYear__c;ClosedDate__c;Closed_Reason__c;Rejected_URP__c;SendExternal__c;SendExternalName__c;ImmediateClosure__c
CHIAMAROMA 060606;2026;06/02/2026;Risolto al primo livello;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
MUNICIPIO XIV;2026;06/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto al primo livello;false;false;;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;06/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;06/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;06/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
CHIAMAROMA 060606;2026;06/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
CHIAMAROMA 060606;2026;06/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
CHIAMAROMA 060606;2026;06/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto al secondo livello;false;true;AMA;false
CHIAMAROMA 060606;2026;06/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
CHIAMAROMA 060606;2026;06/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
CHIAMAROMA 060606;2026;06/02/2026;Risolto al primo livello;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
CHIAMAROMA 060606;2026;06/02/2026;Risolto al primo livello;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto al primo livello;false;false;;false
MUNICIPIO V;2026;06/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Non più necessario;false;false;;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;06/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;06/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;06/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;06/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;06/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;06/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
CHIAMAROMA 060606;2026;06/02/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto al primo livello;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto al primo livello;false;false;;false
MUNICIPIO I;2026;06/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto al primo livello;false;false;;false
POLIZIA LOCALE (COMANDO GENERALE);2026;06/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto al primo livello;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto al primo livello;false;false;;false
MUNICIPIO XIV;2026;06/02/2026;Risolto al primo livello;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Non di competenza di Roma Capitale o enti controllati;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto al primo livello;false;false;;false
MUNICIPIO II;2026;06/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
CHIAMAROMA 060606;2026;06/02/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto al primo livello;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
CHIAMAROMA 060606;2026;06/02/2026;Non più necessario;false;false;;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;06/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
CHIAMAROMA 060606;2026;06/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
CHIAMAROMA 060606;2026;06/02/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto al primo livello;false;false;;false
GABINETTO DEL SINDACO;2026;06/02/2026;Risolto al primo livello;false;false;;false
MUNICIPIO I;2026;06/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto al primo livello;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto al primo livello;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
;2026;06/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
MUNICIPIO VIII;2026;06/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto al secondo livello;false;true;AMA;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto da Ente Esterno;false;true;AMA;false
AMA;2026;06/02/2026;Risolto da Ente Esterno;false;true;AMA;true
CHIAMAROMA 060606;2026;06/02/2026;Risolto da Ente Esterno;false;true;AMA;false
AMA;2026;06/02/2026;Risolto da Ente Esterno;false;true;AMA;false
MUNICIPIO IV;2026;06/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;06/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
POLIZIA LOCALE DI ROMA CAPITALE;2026;06/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;06/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;06/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;06/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto al secondo livello;false;false;;false
DIPARTIMENTO TUTELA AMBIENTALE;2026;06/02/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Non più necessario;false;false;;false
DIPARTIMENTO TUTELA AMBIENTALE;2026;06/02/2026;Non più necessario;false;false;;false
DIPARTIMENTO TUTELA AMBIENTALE;2026;06/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Non più necessario;false;false;;false
MUNICIPIO XIV;2026;06/02/2026;Non più necessario;false;false;;false
DIPARTIMENTO TUTELA AMBIENTALE;2026;06/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Non più necessario;false;false;;false
GABINETTO DEL SINDACO;2026;06/02/2026;Risolto al secondo livello;false;false;;false
MUNICIPIO XIV;2026;06/02/2026;Risolto al primo livello;false;false;;false
MUNICIPIO III;2026;06/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto al secondo livello;false;false;;false
;2026;06/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
DIPARTIMENTO TUTELA AMBIENTALE;2026;06/02/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
CHIAMAROMA 060606;2026;06/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Non più necessario;false;false;;false
GABINETTO DEL SINDACO;2026;06/02/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto al secondo livello;false;false;;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;06/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;06/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;06/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Non più necessario;false;false;;false
DIPARTIMENTO TUTELA AMBIENTALE;2026;06/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Non più necessario;false;false;;false
MUNICIPIO II;2026;06/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
CHIAMAROMA 060606;2026;06/02/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
CHIAMAROMA 060606;2026;06/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto da Ente Esterno;false;true;AMA;false
AMA;2026;06/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto da Ente Esterno;false;true;AMA;false
AMA;2026;06/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto da Ente Esterno;false;true;AMA;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;06/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;06/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;06/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;06/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto al primo livello;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
POLIZIA LOCALE DI ROMA CAPITALE;2026;06/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;06/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
MUNICIPIO IX;2026;06/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto al secondo livello;false;false;;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;06/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;06/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE (5° Gruppo CASILINO);2026;06/02/2026;Non più necessario;false;false;;false
POLIZIA LOCALE (5° Gruppo CASILINO);2026;06/02/2026;Non più necessario;false;false;;false
POLIZIA LOCALE (5° Gruppo CASILINO);2026;06/02/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;06/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
MUNICIPIO IV;2026;06/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;06/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;06/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
POLIZIA LOCALE DI ROMA CAPITALE;2026;06/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;06/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
CHIAMAROMA 060606;2026;06/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
POLIZIA LOCALE DI ROMA CAPITALE;2026;06/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;06/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;06/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;06/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;06/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;06/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;06/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;06/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;07/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;07/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;07/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;07/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;07/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;07/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;07/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
CHIAMAROMA 060606;2026;07/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;07/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;07/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;07/02/2026;Risolto da Ente Esterno;false;true;AMA;false
AMA;2026;07/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;07/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;07/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;07/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;07/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;07/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;07/02/2026;Risolto da Ente Esterno;false;true;AMA;false
DIPARTIMENTO TUTELA AMBIENTALE;2026;07/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;07/02/2026;Risolto da Ente Esterno;false;true;AMA;false
AMA;2026;07/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;07/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;07/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;07/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;07/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;07/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;07/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;07/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;07/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;07/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;07/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;07/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;07/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;07/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;07/02/2026;Risolto da Ente Esterno;false;true;AMA;false
AMA;2026;07/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;07/02/2026;Risolto da Ente Esterno;false;true;AMA;false
AMA;2026;07/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;07/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;07/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;07/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;07/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;07/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;07/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;07/02/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;07/02/2026;Risolto da Ente Esterno;false;true;AMA;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;07/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;07/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
;2026;07/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;07/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
GABINETTO DEL SINDACO;2026;07/02/2026;Risolto al secondo livello;false;false;;false
;2026;07/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
CHIAMAROMA 060606;2026;07/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
POLIZIA LOCALE DI ROMA CAPITALE;2026;07/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
;2026;07/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
CHIAMAROMA 060606;2026;07/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
CHIAMAROMA 060606;2026;07/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
POLIZIA LOCALE DI ROMA CAPITALE;2026;07/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;07/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;07/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;07/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;07/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;07/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
CHIAMAROMA 060606;2026;07/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
POLIZIA LOCALE DI ROMA CAPITALE;2026;07/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;07/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;07/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;07/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;07/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;07/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;07/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;07/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;07/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;07/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;07/02/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
