FirstStructure__c;ClosedYear__c;ClosedDate__c;Closed_Reason__c;Rejected_URP__c;SendExternal__c;SendExternalName__c;ImmediateClosure__c
CHIAMAROMA 060606;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
AMA;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
AMA;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
BACK OFFICE ROMA CAPITALE;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
AMA;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
AMA;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
AMA;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
MUNICIPIO V;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
BACK OFFICE ROMA CAPITALE;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
MUNICIPIO II;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;04/03/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
CHIAMAROMA 060606;2026;04/03/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
AMA;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
AMA;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
MUNICIPIO XIII;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
DIPARTIMENTO TUTELA AMBIENTALE;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;04/03/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
CHIAMAROMA 060606;2026;04/03/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
CHIAMAROMA 060606;2026;04/03/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
POLIZIA LOCALE (COMANDO GENERALE);2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al primo livello;false;false;;true
POLIZIA LOCALE DI ROMA CAPITALE;2026;04/03/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;04/03/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;04/03/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
CHIAMAROMA 060606;2026;04/03/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
CHIAMAROMA 060606;2026;04/03/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
CHIAMAROMA 060606;2026;04/03/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
CHIAMAROMA 060606;2026;04/03/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;true;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al primo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al primo livello;false;false;;false
MUNICIPIO VII;2026;04/03/2026;Risolto al primo livello;false;false;;false
MUNICIPIO VII;2026;04/03/2026;Risolto al primo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
DIPARTIMENTO TUTELA AMBIENTALE;2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al primo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
MUNICIPIO VII;2026;04/03/2026;Risolto al primo livello;false;false;;false
MUNICIPIO VII;2026;04/03/2026;Risolto al primo livello;false;false;;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;04/03/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;04/03/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;04/03/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;04/03/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
DIPARTIMENTO TUTELA AMBIENTALE;2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
POLIZIA LOCALE (3° Gruppo NOMENTANO);2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al primo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
MUNICIPIO VII;2026;04/03/2026;Risolto al primo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al primo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
GABINETTO DEL SINDACO;2026;04/03/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
POLIZIA LOCALE (3° Gruppo NOMENTANO);2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
DIPARTIMENTO TUTELA AMBIENTALE;2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
DIPARTIMENTO TUTELA AMBIENTALE;2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
CHIAMAROMA 060606;2026;04/03/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
MUNICIPIO XIV;2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
MUNICIPIO I;2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
DIPARTIMENTO TUTELA AMBIENTALE;2026;04/03/2026;Risolto al secondo livello;false;false;;false
DIPARTIMENTO TUTELA AMBIENTALE;2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
MUNICIPIO II;2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
MUNICIPIO II;2026;04/03/2026;Risolto al secondo livello;false;false;;false
MUNICIPIO I;2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
DIPARTIMENTO TUTELA AMBIENTALE;2026;04/03/2026;Risolto al secondo livello;false;false;;false
GABINETTO DEL SINDACO;2026;04/03/2026;Risolto al primo livello;false;false;;false
DIPARTIMENTO TUTELA AMBIENTALE;2026;04/03/2026;Risolto al secondo livello;false;false;;false
DIPARTIMENTO TUTELA AMBIENTALE;2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
CHIAMAROMA 060606;2026;04/03/2026;Risolto al primo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
DIPARTIMENTO CICLO DEI RIFIUTI;2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
BACK OFFICE ROMA CAPITALE;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;04/03/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
CHIAMAROMA 060606;2026;04/03/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
CHIAMAROMA 060606;2026;04/03/2026;Risolto al primo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Non lavorabile o dati insufficienti;false;false;;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;04/03/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;04/03/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;04/03/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al primo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al primo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
MUNICIPIO IX;2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
DIPARTIMENTO INFRASTRUTTURE E LAVORI PUBBLICI;2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
BACK OFFICE ROMA CAPITALE;2026;04/03/2026;Risolto al secondo livello;false;false;;false
GABINETTO DEL SINDACO;2026;04/03/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al primo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
MUNICIPIO V;2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al primo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
MUNICIPIO VII;2026;04/03/2026;Risolto al primo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al primo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
CHIAMAROMA 060606;2026;04/03/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
POLIZIA LOCALE DI ROMA CAPITALE;2026;04/03/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
MUNICIPIO II;2026;04/03/2026;Risolto al secondo livello;false;false;;false
MUNICIPIO IX;2026;04/03/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
MUNICIPIO X;2026;04/03/2026;Risolto al primo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
DIPARTIMENTO TUTELA AMBIENTALE;2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
MUNICIPIO X;2026;04/03/2026;Risolto al secondo livello;false;false;;false
MUNICIPIO V;2026;04/03/2026;Risolto al primo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
MUNICIPIO I;2026;04/03/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
MUNICIPIO XIV;2026;04/03/2026;Risolto al secondo livello;false;false;;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;04/03/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;04/03/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;04/03/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;04/03/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
GABINETTO DEL SINDACO;2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
POLIZIA LOCALE (8° Gruppo TINTORETTO);2026;04/03/2026;Risolto al primo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
DIPARTIMENTO COORDINAMENTO SVILUPPO INFRASTRUTTURE E MANUTENZIONE URBANA;2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
CHIAMAROMA 060606;2026;04/03/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Non più necessario;false;false;;false
DIPARTIMENTO COORDINAMENTO SVILUPPO INFRASTRUTTURE E MANUTENZIONE URBANA;2026;04/03/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
DIPARTIMENTO COORDINAMENTO SVILUPPO INFRASTRUTTURE E MANUTENZIONE URBANA;2026;04/03/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Non più necessario;false;false;;false
BACK OFFICE ROMA CAPITALE;2026;04/03/2026;Non più necessario;false;false;;false
GABINETTO DEL SINDACO;2026;04/03/2026;Non più necessario;false;false;;false
DIPARTIMENTO COORDINAMENTO SVILUPPO INFRASTRUTTURE E MANUTENZIONE URBANA;2026;04/03/2026;Non più necessario;false;false;;false
DIPARTIMENTO COORDINAMENTO SVILUPPO INFRASTRUTTURE E MANUTENZIONE URBANA;2026;04/03/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al primo livello;false;false;;false
MUNICIPIO I;2026;04/03/2026;Non più necessario;false;false;;false
DIPARTIMENTO TUTELA AMBIENTALE;2026;04/03/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
DIPARTIMENTO COORDINAMENTO SVILUPPO INFRASTRUTTURE E MANUTENZIONE URBANA;2026;04/03/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;true
MUNICIPIO IV;2026;04/03/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto al secondo livello;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
DIPARTIMENTO TUTELA AMBIENTALE;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
AMA;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
GABINETTO DEL SINDACO;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
MUNICIPIO I;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
DIPARTIMENTO COORDINAMENTO SVILUPPO INFRASTRUTTURE E MANUTENZIONE URBANA;2026;04/03/2026;Non più necessario;false;false;;false
AMA;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;04/03/2026;Risolto da Ente Esterno;false;true;AMA;false
CHIAMAROMA 060606;2026;04/03/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Non più necessario;false;false;;false
DIPARTIMENTO COORDINAMENTO SVILUPPO INFRASTRUTTURE E MANUTENZIONE URBANA;2026;04/03/2026;Non più necessario;false;false;;false
DIPARTIMENTO TUTELA AMBIENTALE;2026;04/03/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Non più necessario;false;false;;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;04/03/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;04/03/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
POLIZIA LOCALE DI ROMA CAPITALE;2026;04/03/2026;In carico a ente esterno;false;true;POLIZIA LOCALE DI ROMA CAPITALE;false
DIPARTIMENTO COORDINAMENTO SVILUPPO INFRASTRUTTURE E MANUTENZIONE URBANA;2026;04/03/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Non più necessario;false;false;;false
DIPARTIMENTO MOBILITA’ SOSTENIBILE E TRASPORTI;2026;04/03/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Non più necessario;false;false;;false
CHIAMAROMA 060606;2026;04/03/2026;Non più necessario;false;false;;false
